52,52,J,4,5,6,6,5,8,10,4,4,7,7,9,3,7,7,5
53,53,S,4,9,5,6,4,7,8,7,7,8,4,7,2,7,9,8
54,54,Q,6,9,7,11,7,8,5,7,5,9,6,9,3,8,6,8
55,55,Q,3,5,5,4,4,9,3,4,3,8,4,9,3,6,4,8
56,56,D,2,6,3,4,2,6,7,10,8,6,6,6,3,8,3,8
57,57,C,6,10,4,5,2,6,9,6,6,11,7,7,2,9,5,9
58,58,L,5,10,6,8,5,9,3,2,6,9,2,9,2,5,3,9
59,59,N,3,3,3,5,2,7,7,13,2,5,6,8,5,8,0,8
60,60,C,2,3,3,1,1,5,9,4,6,11,9,11,1,9,2,8
61,61,E,6,9,4,4,2,7,7,4,7,10,6,10,1,9,7,9
62,62,X,4,9,5,6,5,7,6,3,5,6,6,9,2,8,8,8
63,63,H,3,3,4,1,2,8,7,5,6,7,6,8,5,8,3,7
64,64,L,2,3,2,4,1,0,1,5,6,0,0,6,0,8,0,8
65,65,H,3,5,5,4,3,7,8,3,6,10,6,8,3,8,3,8
66,66,E,2,3,3,2,2,7,7,5,7,7,6,8,2,8,5,10
67,67,Y,5,10,6,7,6,9,6,6,4,7,8,7,6,9,8,3
68,68,H,8,12,8,6,4,9,8,4,5,8,4,5,6,9,5,9
69,69,Q,5,10,5,5,4,9,6,5,6,10,6,7,4,8,9,9
70,70,Q,3,8,5,7,3,8,7,9,6,6,6,9,3,8,5,9
71,71,Q,4,6,6,4,5,8,5,6,4,6,7,10,4,7,5,9
72,72,J,2,8,3,6,1,13,3,8,4,13,3,11,1,6,0,8
73,73,J,4,7,5,5,2,8,9,1,7,14,5,6,0,8,1,8
74,74,D,4,5,5,4,3,7,7,7,7,7,6,5,2,8,3,7
75,75,R,2,6,4,4,3,6,7,5,5,6,5,7,3,7,5,8
76,76,M,4,5,7,4,4,6,6,3,4,9,9,10,7,5,2,8
77,77,A,3,7,5,5,3,12,2,3,2,10,2,9,2,6,3,8
78,78,N,3,5,4,4,2,7,8,5,4,7,7,7,6,9,2,5
79,79,M,6,10,9,7,8,3,7,4,5,10,11,10,7,9,3,7
80,80,P,8,14,7,8,4,5,10,6,3,12,5,4,4,10,4,8
81,81,C,6,12,5,7,4,8,5,4,3,9,9,11,4,9,8,10
82,82,P,6,10,8,8,7,8,5,7,5,7,6,6,3,9,8,9
83,83,N,2,3,3,1,1,5,9,3,3,10,8,8,4,8,0,8
84,84,W,3,4,4,3,2,9,10,3,2,5,9,7,6,11,0,8
85,85,V,3,8,5,6,6,8,7,4,1,8,7,8,5,10,4,7
86,86,V,6,9,9,8,10,8,7,5,5,7,6,8,8,9,9,3
87,87,M,6,7,9,5,7,4,7,3,5,10,10,11,8,6,3,7
88,88,E,4,8,5,6,4,7,7,4,8,11,8,9,2,9,5,7
89,89,N,6,11,8,8,9,5,8,3,4,8,8,9,7,9,5,4
90,90,Y,8,10,8,7,4,3,10,3,7,11,12,6,1,11,3,5
91,91,W,4,8,5,6,3,6,8,4,1,7,8,8,8,9,0,8
92,92,O,6,7,8,6,6,6,6,5,6,8,5,8,3,6,5,6
93,93,N,4,4,4,6,2,7,7,14,2,5,6,8,6,8,0,8
94,94,H,4,8,5,6,5,7,10,8,5,8,5,6,3,6,7,11
95,95,O,4,7,5,5,3,8,7,8,5,10,6,8,3,8,3,8
96,96,N,4,8,5,6,4,7,7,9,4,6,4,6,3,7,3,8
97,97,H,4,9,5,6,2,7,6,15,1,7,7,8,3,8,0,8
98,98,U,7,11,8,9,4,3,9,6,7,11,11,10,3,9,2,6
99,99,Y,2,7,3,5,1,6,10,0,3,7,11,8,1,11,0,8
100,100,S,6,8,7,6,4,6,9,4,8,11,7,6,2,8,5,5
101,101,S,5,9,6,7,5,7,7,7,5,7,6,7,2,8,9,8
102,102,T,2,3,2,2,1,7,11,2,6,7,10,8,1,11,1,7
103,103,C,2,3,3,2,1,4,7,4,6,10,9,13,1,9,2,7
104,104,V,4,10,7,7,2,9,8,5,3,5,14,8,3,9,0,8
105,105,T,5,8,5,6,3,6,12,4,7,12,9,4,2,12,2,4
106,106,K,7,12,6,6,3,7,8,2,7,9,7,8,5,8,3,7
107,107,D,3,8,4,6,4,7,8,7,6,7,7,5,3,8,3,7
108,108,W,2,1,3,1,1,7,8,4,0,7,8,8,6,10,0,8
109,109,I,2,9,3,7,2,8,7,0,7,13,6,9,0,8,1,8
110,110,E,3,8,3,6,2,3,7,6,10,7,6,14,0,8,7,8
111,111,F,6,9,8,7,4,6,12,6,6,13,7,3,2,9,2,5
112,112,I,3,9,4,7,3,7,7,0,7,13,6,8,0,8,1,8
113,113,H,5,10,7,8,8,7,7,6,6,7,6,9,3,8,4,8
114,114,U,4,7,4,5,2,7,5,13,5,7,14,7,3,9,0,8
115,115,C,2,3,3,2,1,6,8,7,7,9,7,12,1,10,3,9
116,116,F,5,9,6,7,7,7,6,6,4,7,7,8,5,10,9,12
117,117,A,3,8,5,6,3,9,2,2,3,8,2,8,2,6,3,7
118,118,Z,3,7,5,5,3,7,8,2,9,11,7,7,1,8,6,7
119,119,X,3,7,5,5,2,10,5,2,8,10,1,7,3,7,3,10
120,120,N,3,3,5,2,2,5,10,3,4,10,8,7,5,8,1,8
121,121,R,6,9,5,4,3,10,6,5,5,10,2,8,6,6,4,9
122,122,B,3,3,3,4,3,7,7,5,5,7,6,6,5,8,5,10
123,123,B,5,9,7,7,7,8,8,3,6,10,5,6,3,7,6,8
124,124,U,5,6,5,4,2,5,8,6,8,9,8,8,3,9,2,5
125,125,J,4,4,6,5,4,8,9,4,5,7,6,9,3,7,8,8
126,126,F,3,7,4,5,2,1,11,4,4,11,11,8,0,8,2,7
127,127,M,6,8,9,6,6,11,6,2,5,9,3,6,9,7,2,9
128,128,H,1,1,2,1,1,7,7,12,1,7,6,8,3,8,0,8
129,129,A,2,1,4,2,1,8,1,2,2,7,2,8,2,5,2,7
130,130,O,5,10,4,5,3,6,6,6,2,9,6,9,5,9,4,8
131,131,E,1,0,1,1,1,4,7,5,8,7,6,13,0,8,6,10
132,132,U,3,3,3,1,1,5,8,5,7,10,9,8,3,10,2,6
133,133,A,3,7,5,5,3,10,4,1,2,8,3,9,2,4,2,7
134,134,X,4,8,5,6,3,5,8,1,8,10,9,9,2,9,3,6
135,135,S,5,8,7,6,4,8,8,4,9,11,3,8,2,6,4,9
136,136,J,1,3,2,2,1,10,7,1,5,11,4,8,0,7,0,7
137,137,K,5,11,8,8,5,6,7,2,7,10,7,10,4,8,4,8
138,138,I,2,6,2,4,1,9,5,0,6,13,5,9,0,8,1,8
139,139,P,7,11,10,8,6,6,11,3,6,13,6,3,0,10,3,8
140,140,T,2,1,2,1,0,8,15,1,4,6,10,8,0,8,0,8
141,141,C,1,1,2,2,1,6,8,6,6,9,7,12,1,9,3,10
142,142,H,4,9,4,7,4,7,8,13,1,7,5,8,3,8,0,8
143,143,A,2,4,4,3,2,10,2,2,2,9,2,9,2,7,3,9
144,144,L,6,11,9,8,11,7,7,3,6,6,7,11,6,11,9,7
145,145,T,3,6,4,4,3,7,12,4,6,7,11,8,2,12,1,7
146,146,A,2,8,4,6,2,12,2,4,3,11,2,10,3,6,3,9
147,147,V,3,9,5,7,3,8,9,4,1,6,12,8,2,10,0,8
148,148,U,5,7,6,5,5,8,8,8,5,6,7,9,4,8,4,5
149,149,I,2,9,2,6,3,7,7,0,7,7,6,8,0,8,2,8
150,150,Z,8,14,8,8,5,8,5,2,9,12,6,9,3,7,6,7
151,151,V,4,7,6,5,6,8,8,4,2,8,7,8,7,11,5,8
152,152,M,5,9,7,6,7,9,7,5,5,6,7,6,10,7,4,6
153,153,L,4,8,6,6,4,6,5,2,8,7,2,8,1,6,3,7
154,154,O,3,3,5,5,2,9,6,9,7,7,5,10,3,8,4,8
155,155,B,4,2,5,4,4,7,7,5,6,7,6,6,2,8,7,10
156,156,A,8,15,7,8,4,8,2,3,2,8,5,12,5,4,5,5
157,157,K,6,9,9,6,7,9,6,1,7,10,3,8,3,7,3,9
158,158,H,3,7,4,5,4,7,7,5,6,7,6,8,3,8,3,8
159,159,T,7,9,7,7,5,6,10,1,8,11,9,5,2,9,3,4
160,160,W,6,5,7,4,4,4,11,2,2,9,9,8,7,11,1,7
161,161,F,3,8,3,5,1,1,12,4,5,12,11,8,0,8,2,6
162,162,A,3,3,5,4,1,7,6,3,0,7,0,8,2,7,1,8
163,163,E,3,8,3,6,3,3,6,5,9,5,4,13,0,8,6,9
164,164,M,4,9,5,7,4,7,7,12,1,7,9,8,8,6,0,8
165,165,B,4,9,5,7,6,7,8,9,6,7,6,6,2,8,8,10
166,166,M,3,7,5,5,6,7,8,6,4,6,6,8,5,8,7,9
167,167,Y,6,9,6,7,4,5,8,0,8,8,9,5,2,11,4,4
168,168,V,4,9,6,7,3,6,12,3,4,7,12,9,3,10,1,8
169,169,S,2,8,3,6,3,8,8,7,6,7,4,6,2,7,8,8
170,170,C,2,1,2,2,1,6,8,7,7,8,7,12,1,9,4,10
171,171,H,4,9,6,6,8,7,7,6,3,7,6,7,8,7,9,9
172,172,U,5,8,5,6,4,8,6,11,4,8,13,7,3,9,0,8
173,173,P,6,10,6,6,4,7,10,5,2,11,5,4,4,11,5,7
174,174,Z,3,8,4,6,2,7,7,4,13,10,6,8,0,8,8,8
175,175,E,3,4,5,2,2,7,7,2,8,11,7,9,2,8,4,8
176,176,N,5,9,7,6,4,4,10,3,4,9,10,9,5,8,1,8
177,177,P,6,10,5,6,3,5,9,6,3,10,5,6,5,9,4,7
178,178,H,4,5,5,4,4,7,7,6,6,7,6,7,3,8,3,6
179,179,T,6,11,6,8,5,6,11,3,7,11,9,5,2,12,2,4
180,180,B,5,5,5,8,4,7,9,10,8,7,5,7,2,8,9,10
181,181,U,5,10,6,7,2,7,4,14,6,7,15,8,3,9,0,8
182,182,S,3,4,4,6,2,8,8,6,9,5,5,5,0,8,9,7
183,183,F,5,6,5,8,2,1,14,5,3,12,9,5,0,8,3,6
184,184,J,3,9,4,7,4,9,6,1,6,11,4,7,0,6,1,6
185,185,R,3,6,4,4,4,6,7,5,5,7,6,7,3,7,4,9
186,186,E,3,2,3,4,3,7,8,5,7,7,5,9,2,8,5,10
187,187,P,6,9,6,4,4,8,9,5,3,10,5,5,5,10,5,6
188,188,I,2,2,1,4,1,7,7,1,7,7,6,8,0,8,3,8
189,189,K,7,10,9,8,9,7,7,5,5,7,6,7,7,6,9,13
190,190,D,4,10,6,7,4,8,6,8,7,4,5,3,3,8,4,8
191,191,B,4,7,6,5,7,9,6,4,4,6,6,7,7,8,6,7
192,192,H,5,10,7,8,6,7,9,8,5,8,5,6,3,7,7,10
193,193,M,7,10,10,7,7,9,6,2,5,9,5,7,8,6,2,8
194,194,P,6,11,7,8,3,4,13,9,2,10,6,4,1,10,4,8
195,195,O,4,8,6,6,4,8,5,8,4,7,5,8,3,8,3,8
196,196,S,2,8,3,6,3,8,7,7,5,7,6,7,2,9,8,8
197,197,K,4,7,6,5,4,3,8,3,7,11,11,12,3,8,3,5
198,198,V,7,10,7,8,3,3,11,4,4,10,12,8,3,10,1,8
199,199,F,7,11,10,8,5,6,11,2,7,14,7,4,1,10,2,7
200,200,Y,3,4,5,6,1,6,10,3,2,9,13,8,1,11,0,8
201,201,D,4,6,6,4,3,11,6,3,8,11,3,6,3,8,3,9
202,202,Z,1,0,1,1,0,7,7,2,10,8,6,8,0,8,6,8
203,203,Q,3,5,3,6,3,7,8,6,3,8,8,9,3,8,5,7
204,204,S,8,14,8,8,4,9,4,4,4,13,5,8,3,10,3,8
205,205,B,5,7,7,5,6,8,6,5,6,9,6,7,3,9,6,10
206,206,K,8,13,9,7,5,6,7,3,6,10,8,10,6,10,4,7
207,207,V,3,10,5,7,2,5,8,5,3,9,14,8,3,10,0,8
208,208,B,4,7,4,5,3,6,7,9,7,7,6,7,2,8,9,10
209,209,Y,2,2,4,4,2,6,10,1,7,7,11,9,1,11,1,8
210,210,O,3,4,4,3,2,7,7,7,5,7,6,8,2,8,3,8
211,211,Z,6,10,8,7,5,8,6,3,10,12,4,9,1,7,6,9
212,212,L,2,3,3,2,1,6,4,1,8,7,2,10,0,7,2,8
213,213,J,1,3,2,2,1,10,6,2,6,12,4,9,0,7,1,7
214,214,Z,1,3,3,2,1,7,8,1,9,11,7,7,1,8,5,7
215,215,A,3,5,5,7,2,7,7,3,1,6,0,8,3,7,1,8
216,216,L,3,5,4,5,3,8,7,4,5,7,6,8,3,8,7,10
217,217,J,2,5,3,3,1,10,7,1,7,12,3,7,0,7,1,7
218,218,Q,5,6,6,8,5,8,7,6,3,7,7,12,3,8,6,8
219,219,N,1,3,2,1,1,7,8,5,3,7,7,7,4,8,1,6
220,220,Z,2,6,3,4,1,7,7,3,13,9,6,8,0,8,8,8
221,221,E,4,9,5,7,3,3,7,6,11,7,6,15,0,8,7,7
222,222,J,4,7,3,10,3,9,7,3,3,11,4,5,3,8,6,9
223,223,D,4,8,5,6,3,5,7,10,10,6,5,6,3,8,4,8
224,224,O,5,10,6,8,5,7,8,9,6,8,8,6,4,8,5,10
225,225,L,3,6,4,4,2,5,4,3,8,3,2,6,1,6,2,5
226,226,V,4,5,5,4,2,4,12,4,4,11,11,6,2,10,1,8
227,227,X,6,10,9,8,6,7,7,0,8,9,6,8,3,8,4,7
228,228,J,5,8,6,6,3,6,6,4,5,14,8,12,1,6,1,7
229,229,N,7,10,10,8,5,7,8,3,5,10,6,7,7,8,1,8
230,230,H,3,5,5,7,4,10,11,3,2,7,8,8,3,10,7,9
231,231,A,2,7,4,5,3,13,3,3,2,10,1,8,2,6,2,8
232,232,P,4,6,5,9,9,8,7,5,0,7,6,7,6,10,6,9
233,233,A,4,9,6,6,2,10,5,3,1,8,1,9,2,7,2,8
234,234,F,4,8,5,6,3,5,10,4,6,11,10,5,2,10,3,5
235,235,X,3,4,6,3,2,7,7,1,9,10,6,8,2,8,3,7
236,236,D,5,11,6,9,4,5,8,11,9,8,7,5,3,8,4,8
237,237,V,3,7,5,5,3,9,11,2,2,4,10,8,2,12,1,8
238,238,P,7,10,6,5,4,10,7,4,4,12,4,5,4,11,5,9
239,239,F,5,9,6,7,6,6,9,4,6,9,9,6,5,9,3,6
240,240,P,6,11,9,8,5,8,10,7,5,10,4,3,3,10,4,8
241,241,Y,4,10,6,8,2,9,11,0,4,6,11,8,0,10,0,8
242,242,W,3,3,4,4,2,5,8,4,1,7,9,8,7,10,0,8
243,243,P,6,9,8,7,5,6,11,7,3,11,5,3,2,10,4,8
244,244,J,5,6,7,7,6,7,8,4,5,7,7,8,4,6,8,6
245,245,E,4,2,4,4,3,8,7,6,10,6,5,9,2,8,6,8
246,246,S,4,8,5,6,3,7,5,6,9,5,6,10,0,9,9,8
247,247,E,3,7,3,5,2,3,8,6,11,7,5,14,0,8,7,8
248,248,B,5,9,7,7,6,7,9,5,6,10,6,6,3,8,7,8
249,249,I,1,9,1,7,1,7,7,0,9,7,6,8,0,8,3,8
250,250,S,6,8,7,6,4,9,6,4,6,10,3,8,2,8,5,10
251,251,S,3,8,4,6,3,8,6,8,6,7,8,9,2,10,9,8
252,252,C,3,7,4,5,2,5,8,6,7,6,8,13,1,8,4,10
253,253,M,8,10,11,8,9,9,6,2,5,9,4,7,11,9,3,8
254,254,P,9,10,7,5,3,6,11,6,2,11,5,5,4,10,4,8
255,255,R,2,4,4,3,3,7,8,4,4,9,5,8,2,6,3,10
256,256,U,3,8,5,6,6,8,7,4,4,6,7,8,7,9,5,6
257,257,U,6,6,6,4,3,4,8,5,8,11,11,9,3,9,2,6
258,258,D,3,8,4,6,2,5,7,10,8,7,7,5,3,8,4,8
259,259,U,2,1,3,1,1,7,5,11,5,7,14,8,3,10,0,8
260,260,J,2,5,3,4,2,10,7,2,6,11,3,7,1,6,2,7
261,261,Z,7,13,7,7,5,6,7,2,9,11,6,8,4,5,8,6
262,262,F,5,11,7,8,6,7,9,3,6,12,7,6,3,9,2,7
263,263,V,1,0,2,1,0,8,9,4,2,7,12,8,2,10,0,8
264,264,M,6,5,8,4,7,6,9,5,3,6,4,8,13,8,5,7
265,265,U,3,6,4,4,1,7,5,13,5,7,13,8,3,9,0,8
266,266,B,3,7,4,5,5,7,7,4,6,6,6,6,2,8,5,10
267,267,L,4,8,6,6,4,6,5,1,9,7,2,10,0,6,3,8
268,268,T,4,10,5,8,3,8,13,0,5,7,10,8,0,8,0,8
269,269,D,8,12,8,6,4,9,4,4,6,12,3,8,5,6,5,10
270,270,T,6,11,6,8,4,6,10,1,10,11,9,5,2,8,4,4
271,271,O,5,8,7,6,4,7,5,8,4,6,4,7,3,9,4,9
272,272,T,1,0,2,1,0,7,14,1,4,7,10,8,0,8,0,8
273,273,U,4,3,5,2,2,5,8,5,7,10,10,9,3,9,2,6
274,274,D,2,4,4,2,2,9,6,4,6,11,4,6,2,8,3,8
275,275,R,4,8,5,5,3,5,11,8,3,7,4,8,3,7,6,11
276,276,G,7,10,7,7,5,5,7,7,6,9,8,10,2,9,5,9
277,277,D,2,1,2,2,1,6,7,8,7,6,6,6,2,8,3,8
278,278,S,3,8,4,6,4,7,7,7,5,7,6,8,2,8,8,8
279,279,S,7,10,9,8,10,9,5,5,4,9,6,9,6,9,12,11
280,280,M,6,10,9,8,8,7,7,2,4,9,7,8,8,6,2,8
281,281,M,4,8,6,6,8,9,6,2,2,8,4,8,7,7,2,5
282,282,D,6,7,8,6,6,5,7,6,7,7,4,7,3,6,5,6
283,283,Z,4,9,6,7,4,8,6,2,9,12,5,9,3,6,8,8
284,284,W,4,9,7,7,5,9,8,4,1,6,9,8,7,11,0,8
285,285,C,2,1,3,2,1,6,8,6,7,7,8,12,1,9,4,10
286,286,K,3,6,4,4,4,6,7,3,7,6,6,9,3,8,6,10
287,287,J,6,9,9,7,5,8,5,7,7,8,6,7,2,6,4,6
288,288,A,6,9,8,8,8,8,7,3,5,7,8,8,6,8,4,5
289,289,D,5,12,5,6,4,8,7,3,6,10,5,7,5,8,7,6
290,290,C,4,8,6,6,4,8,8,8,6,7,6,8,4,7,4,8
291,291,V,3,4,4,3,1,4,12,3,3,10,11,7,2,11,1,8
292,292,S,4,7,4,5,2,9,10,6,9,5,6,6,0,7,8,9
293,293,F,4,9,6,6,4,9,8,1,6,13,5,5,1,10,2,9
294,294,A,5,10,7,8,5,8,3,3,1,7,1,8,5,9,5,8
295,295,B,3,2,4,3,3,8,7,5,6,7,6,6,2,8,6,9
296,296,N,2,3,3,2,2,7,9,5,4,7,6,7,5,9,2,7
297,297,U,6,10,5,6,3,6,6,4,4,6,7,8,5,5,2,8
298,298,S,4,10,5,8,5,7,7,5,8,5,6,8,0,8,9,8
299,299,Q,2,5,3,6,3,8,8,7,2,5,7,10,3,9,5,9
300,300,F,4,8,4,5,1,1,13,5,5,12,11,7,0,8,2,6
301,301,F,4,9,6,6,5,5,10,4,6,10,10,6,2,10,3,6
302,302,X,5,10,8,8,4,8,7,4,10,6,6,8,4,6,8,9
303,303,A,3,7,5,5,3,11,3,2,2,8,2,9,3,4,2,8
304,304,B,4,9,4,6,3,6,7,9,7,7,6,7,2,8,9,10
305,305,O,5,9,6,7,5,7,7,8,7,7,6,7,2,8,3,8
306,306,J,2,6,3,4,1,14,1,6,5,14,2,11,0,7,0,8
307,307,H,4,8,5,5,2,7,5,15,1,7,9,8,3,8,0,8
308,308,M,6,9,7,4,3,6,9,5,5,4,4,10,8,7,2,8
309,309,I,3,7,4,5,2,7,7,0,7,13,6,8,0,8,1,7
310,310,W,6,10,6,8,6,2,10,2,3,10,9,8,7,11,2,6
311,311,N,3,6,4,4,3,6,7,8,5,7,5,7,3,7,3,8
312,312,A,1,3,2,2,1,10,3,2,1,9,2,9,1,6,1,8
313,313,S,2,3,4,1,1,7,8,2,6,10,5,7,1,8,4,8
314,314,P,1,0,1,0,0,5,10,6,1,9,6,5,0,9,2,8
315,315,D,6,9,8,8,8,7,6,5,7,7,5,9,6,5,9,4
316,316,M,7,9,10,7,6,5,6,4,5,11,10,11,11,5,4,8
317,317,T,4,8,5,6,5,8,11,3,6,6,11,8,3,12,1,7
318,318,L,3,6,4,4,2,5,5,1,9,6,2,11,0,8,3,7
319,319,X,3,6,4,4,1,7,7,4,4,7,6,8,3,8,4,8
320,320,G,2,4,3,6,2,7,7,8,6,5,7,9,2,7,5,11
321,321,D,6,10,8,8,5,10,5,4,8,11,3,7,4,6,4,9
322,322,E,3,4,4,6,2,3,8,6,10,7,6,14,0,8,7,7
323,323,N,2,3,2,1,1,6,9,6,3,8,7,8,4,9,1,7
324,324,G,2,4,3,3,2,6,6,6,5,6,6,9,2,8,4,8
325,325,V,7,10,6,8,3,2,11,5,5,12,12,8,2,10,1,8
326,326,A,2,7,4,4,2,7,3,3,2,7,2,8,3,7,2,8
327,327,E,5,9,4,4,2,8,7,4,4,10,5,10,3,8,7,10
328,328,K,4,5,5,8,2,3,6,7,3,7,8,12,3,8,3,10
329,329,M,6,9,9,6,6,5,7,3,5,10,10,9,8,6,3,8
330,330,L,5,11,5,6,3,7,5,3,5,12,7,11,3,8,6,9
331,331,T,5,6,5,4,2,5,12,3,8,12,9,4,1,11,2,4
332,332,G,2,4,4,3,2,7,6,6,6,6,6,10,2,9,4,9
333,333,J,2,4,4,3,1,8,8,2,7,15,5,8,0,7,1,8
334,334,F,5,10,5,7,2,1,14,5,4,12,10,6,0,8,2,5
335,335,W,7,8,7,6,6,6,11,5,2,9,6,6,8,13,4,4
336,336,A,3,6,5,4,3,12,3,2,2,9,2,9,2,6,2,8
337,337,K,6,11,8,8,5,9,5,1,7,10,3,9,5,9,5,11
338,338,P,1,1,2,2,1,5,10,4,4,10,8,4,1,9,3,7
339,339,M,7,6,9,5,9,7,7,5,4,6,5,8,10,8,5,5
340,340,O,2,6,3,4,2,8,7,7,5,7,6,9,2,8,3,8
341,341,S,4,11,5,8,3,6,6,6,9,4,6,9,0,9,9,8
342,342,C,4,6,6,5,5,4,7,3,6,6,6,10,4,10,7,7
343,343,O,1,0,2,1,0,8,7,6,4,7,6,8,2,8,3,8
344,344,Z,2,1,3,2,1,7,7,5,9,6,6,9,1,8,7,8
345,345,X,4,9,6,7,6,9,7,3,6,7,4,5,6,6,9,8
346,346,W,4,4,5,3,3,6,11,5,2,8,7,6,6,11,2,6
347,347,B,4,9,4,6,5,6,6,8,6,6,6,7,2,8,7,9
348,348,C,6,11,6,8,4,4,8,5,6,12,10,11,2,10,3,7
349,349,F,2,4,3,3,2,5,10,3,5,10,9,5,1,10,3,6
350,350,I,1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8
351,351,B,1,3,2,2,1,8,7,3,5,10,5,7,2,8,3,9
352,352,P,3,4,5,2,2,8,9,3,5,13,4,3,1,10,3,8
353,353,K,11,14,10,8,4,6,8,3,7,9,8,10,6,8,4,6
354,354,U,4,5,5,4,2,5,8,5,8,10,8,8,3,9,3,5
355,355,N,3,8,4,6,2,7,7,14,2,5,6,8,5,8,0,8
356,356,Y,4,11,6,8,1,7,11,2,3,8,12,8,1,11,0,8
357,357,I,3,5,5,6,4,8,8,4,4,7,6,8,3,7,8,8
358,358,Q,8,15,7,8,4,8,5,4,9,11,4,10,3,6,9,9
359,359,Q,4,5,4,7,4,9,7,6,2,8,6,11,3,9,6,8
360,360,Z,1,0,1,0,0,8,7,2,9,8,6,8,0,8,5,8
361,361,F,4,5,5,6,5,7,9,5,4,8,6,7,4,9,8,7
362,362,M,8,10,11,8,8,9,6,2,5,9,6,7,8,6,2,8
363,363,D,4,7,5,5,2,5,7,10,9,7,6,5,3,8,4,8
364,364,N,2,3,3,1,1,8,9,3,4,10,4,6,4,9,1,7
365,365,W,5,10,8,8,5,3,10,3,3,9,10,9,8,11,1,8
